setid,number,numbervariant,name,year,theme,themegroup,subtheme,pieces,minifigs,image,imagefilename,thumbnailurl,largethumbnailurl,imageurl,brickseturl,released,owned,wanted,qtyowned,usernotes,acmdatacount,ownedbytotal,wantedbytotal,ukretailprice,usretailprice,caretailprice,euretailprice,usdateaddedtosah,usdateremovedfromsah,rating,reviewcount,packagingtype,availability,instructionscount,additionalimagecount,agemin,agemax,height,width,depth,weight,category,userrating,ean,upc,lastupdated
26836,40171,1,Hedgehog Storage,2017,Friends,Girls,Miscellaneous,249,NA,true,40171-1,https://images.brickset.com/sets/small/40171-1.jpg,https://images.brickset.com/sets/small/40171-1.jpg,https://images.brickset.com/sets/images/40171-1.jpg,https://brickset.com/sets/40171-1,true,false,false,0,,0,745,309,10.99,12.99,15.99,12.99,2017-01-17,2019-02-13,0,0,Box,LEGO exclusive,2,4,6,,,,,,Normal,0,,,2017-01-08T17:14:40.607
9562,41004,1,Rehearsal Stage,2013,Friends,Girls,,198,1,true,41004-1,https://images.brickset.com/sets/small/41004-1.jpg,https://images.brickset.com/sets/small/41004-1.jpg,https://images.brickset.com/sets/images/41004-1.jpg,https://brickset.com/sets/41004-1,true,false,false,0,,0,3023,582,17.99,19.99,24.99,NA,2012-12-11,2015-01-01,4,1,Box,Retail,2,5,6,12,19.1,26.2,6.1,0.38,Normal,0,5702014971721,673419189491,2012-12-12T13:59:28.773
10260,41005,1,Heartlake High,2013,Friends,Girls,,487,3,true,41005-1,https://images.brickset.com/sets/small/41005-1.jpg,https://images.brickset.com/sets/small/41005-1.jpg,https://images.brickset.com/sets/images/41005-1.jpg,https://brickset.com/sets/41005-1,true,false,false,0,,0,3395,964,49.99,49.99,59.99,NA,2013-08-01,2014-11-27,0,0,Box,Retail,4,6,6,12,28.2,48,6.1,0.79,Normal,0,5702014971745,673419189514,2013-04-16T05:34:52.01
10261,41006,1,Downtown Bakery,2013,Friends,Girls,,253,2,true,41006-1,https://images.brickset.com/sets/small/41006-1.jpg,https://images.brickset.com/sets/small/41006-1.jpg,https://images.brickset.com/sets/images/41006-1.jpg,https://brickset.com/sets/41006-1,true,false,false,0,,0,3619,925,24.99,29.99,34.99,NA,2013-08-01,2014-10-29,4.5,2,Box,Retail,2,5,6,12,26.2,28.2,6.4,0.49,Normal,0,5702014971738,673419189507,2013-04-16T05:35:20.17
9563,41007,1,Heartlake Pet Salon,2013,Friends,Girls,,242,2,true,41007-1,https://images.brickset.com/sets/small/41007-1.jpg,https://images.brickset.com/sets/small/41007-1.jpg,https://images.brickset.com/sets/images/41007-1.jpg,https://brickset.com/sets/41007-1,true,false,false,0,,0,3159,749,29.99,29.99,39.99,NA,2012-12-02,2015-01-14,0,0,Box,Retail,2,5,6,12,26.2,28.2,6.4,0.57,Normal,0,5702014972117,673419189989,2012-12-01T14:44:32.8
9564,41008,1,Heartlake City Pool,2013,Friends,Girls,,423,2,true,41008-1,https://images.brickset.com/sets/small/41008-1.jpg,https://images.brickset.com/sets/small/41008-1.jpg,https://images.brickset.com/sets/images/41008-1.jpg,https://brickset.com/sets/41008-1,true,false,false,0,,0,4233,735,39.99,39.99,49.99,NA,2012-12-02,2014-12-02,5,2,Box,Retail,4,5,6,12,26.2,38.2,7.1,0.78,Normal,0,5702014971752,673419189521,2012-12-01T14:45:22.4
9566,41013,1,Emma's Sports Car,2013,Friends,Girls,,159,1,true,41013-1,https://images.brickset.com/sets/small/41013-1.jpg,https://images.brickset.com/sets/small/41013-1.jpg,https://images.brickset.com/sets/images/41013-1.jpg,https://brickset.com/sets/41013-1,true,false,false,0,,0,3367,677,12.99,14.99,17.99,NA,2013-08-01,2014-11-28,5,1,Box,Retail,2,5,5,12,14.1,19.1,6.1,0.18,Normal,0,5702014971769,673419189538,2013-04-16T05:36:53.203
10264,41015,1,Dolphin Cruiser,2013,Friends,Girls,Summer,612,3,true,41015-1,https://images.brickset.com/sets/small/41015-1.jpg,https://images.brickset.com/sets/small/41015-1.jpg,https://images.brickset.com/sets/images/41015-1.jpg,https://brickset.com/sets/41015-1,true,false,false,0,,0,5149,1194,59.99,69.99,89.99,69.99,2013-08-01,2016-01-11,5,2,Box,Retail,6,5,7,12,28.194,54.0004,9.0932,1.46,Normal,0,5702014972100,673419189972,2017-02-19T02:00:54.877
10265,41016,1,Friends Advent Calendar,2013,Friends,Girls,Seasonal,213,2,true,41016-1,https://images.brickset.com/sets/small/41016-1.jpg,https://images.brickset.com/sets/small/41016-1.jpg,https://images.brickset.com/sets/images/41016-1.jpg,https://brickset.com/sets/41016-1,true,false,false,0,,0,1893,549,19.99,29.99,39.99,NA,2013-09-02,2013-11-10,3,1,Box,Retail - limited,1,7,5,12,26.2,38.2,7.1,0.36,Normal,0,5702014972070,673419189545,2015-08-18T08:32:21.65
23083,41026,1,Sunshine Harvest,2014,Friends,Girls,,233,1,true,41026-1,https://images.brickset.com/sets/small/41026-1.jpg,https://images.brickset.com/sets/small/41026-1.jpg,https://images.brickset.com/sets/images/41026-1.jpg,https://brickset.com/sets/41026-1,true,false,false,0,,0,2972,652,17.99,19.99,24.99,19.99,2014-01-02,2015-11-05,5,1,Box,Retail,2,6,6,12,19.1008,26.1874,6.096,0.35,Normal,0,5702015119412,673419207706,2013-12-30T15:43:28.97
23342,41032,1,First Aid Jungle Bike,2014,Friends,Girls,Jungle Rescue,156,1,true,41032-1,https://images.brickset.com/sets/small/41032-1.jpg,https://images.brickset.com/sets/small/41032-1.jpg,https://images.brickset.com/sets/images/41032-1.jpg,https://brickset.com/sets/41032-1,true,false,false,0,,0,2503,685,12.99,14.99,17.99,14.99,2014-08-02,2015-11-30,0,0,Box,Retail,2,4,6,12,14.097,19.1008,6.096,0.2,Normal,0,5702015124669,673419211086,2014-06-01T02:32:58.727
23343,41033,1,Jungle Falls Rescue,2014,Friends,Girls,Jungle Rescue,183,1,true,41033-1,https://images.brickset.com/sets/small/41033-1.jpg,https://images.brickset.com/sets/small/41033-1.jpg,https://images.brickset.com/sets/images/41033-1.jpg,https://brickset.com/sets/41033-1,true,false,false,0,,0,2713,746,17.99,19.99,24.99,19.99,2014-08-02,2015-11-30,5,2,Box,Retail,2,4,6,12,19.1008,26.1874,6.096,0.41,Normal,0,5702015124775,673419211093,2014-06-01T02:33:28.67
23344,41034,1,Summer Caravan,2014,Friends,Girls,Summer,297,2,true,41034-1,https://images.brickset.com/sets/small/41034-1.jpg,https://images.brickset.com/sets/small/41034-1.jpg,https://images.brickset.com/sets/images/41034-1.jpg,https://brickset.com/sets/41034-1,true,false,false,0,,0,2445,862,19.99,29.99,39.99,24.99,2014-08-02,2015-10-17,4,1,Box,Retail,4,8,6,12,19.1008,35.4076,5.8928,0.45,Normal,0,5702015124782,673419211116,2017-02-19T01:53:47.477
23087,41035,1,Heartlake Juice Bar,2014,Friends,Girls,,277,2,true,41035-1,https://images.brickset.com/sets/small/41035-1.jpg,https://images.brickset.com/sets/small/41035-1.jpg,https://images.brickset.com/sets/images/41035-1.jpg,https://brickset.com/sets/41035-1,true,false,false,0,,0,3592,857,24.99,29.99,39.99,32.99,2014-01-02,2015-11-28,5,2,Box,Retail,2,7,6,12,26.1874,28.194,5.8928,0.56,Normal,0,5702015119450,673419207744,2013-12-30T15:44:47.647
23345,41036,1,Jungle Bridge Rescue,2014,Friends,Girls,Jungle Rescue,365,2,true,41036-1,https://images.brickset.com/sets/small/41036-1.jpg,https://images.brickset.com/sets/small/41036-1.jpg,https://images.brickset.com/sets/images/41036-1.jpg,https://brickset.com/sets/41036-1,true,false,false,0,,0,2462,719,24.99,29.99,39.99,29.99,2014-08-02,2015-11-27,5,1,Box,Retail,4,7,7,12,26.1874,28.194,5.8928,0.57,Normal,0,5702015124799,673419211130,2014-06-01T02:36:15.743
23088,41037,1,Stephanie's Beach House,2014,Friends,Girls,Summer,369,2,true,41037-1,https://images.brickset.com/sets/small/41037-1.jpg,https://images.brickset.com/sets/small/41037-1.jpg,https://images.brickset.com/sets/images/41037-1.jpg,https://brickset.com/sets/41037-1,true,false,false,0,,0,3096,1020,39.99,39.99,49.99,39.99,2014-01-02,2015-10-17,4.5,2,Box,Retail,4,7,6,12,26.1874,38.2016,7.0612,0.82,Normal,0,5702015119467,673419207850,2017-02-19T01:54:17.48
23346,41038,1,Jungle Rescue Base,2014,Friends,Girls,Jungle Rescue,472,2,true,41038-1,https://images.brickset.com/sets/small/41038-1.jpg,https://images.brickset.com/sets/small/41038-1.jpg,https://images.brickset.com/sets/images/41038-1.jpg,https://brickset.com/sets/41038-1,true,false,false,0,,0,2376,824,44.99,59.99,69.99,49.99,2014-08-02,2015-11-29,0,0,Box,Retail,4,7,7,12,28.194,48.006,6.096,0.94,Normal,0,5702015124805,673419211147,2014-06-01T02:35:30.117
23089,41039,1,Sunshine Ranch,2014,Friends,Girls,,721,2,true,41039-1,https://images.brickset.com/sets/small/41039-1.jpg,https://images.brickset.com/sets/small/41039-1.jpg,https://images.brickset.com/sets/images/41039-1.jpg,https://brickset.com/sets/41039-1,true,false,false,0,,0,2103,859,59.99,69.99,89.99,69.99,2014-01-02,2015-11-11,0,0,Box,Retail,6,8,6,12,26.6954,53.4924,7.8486,1.33,Normal,0,5702015119474,673419207867,2013-12-30T15:45:25.983
23347,41040,1,Friends Advent Calendar,2014,Friends,Girls,Seasonal,228,2,true,41040-1,https://images.brickset.com/sets/small/41040-1.jpg,https://images.brickset.com/sets/small/41040-1.jpg,https://images.brickset.com/sets/images/41040-1.jpg,https://brickset.com/sets/41040-1,true,false,false,0,,0,1680,418,19.99,29.99,39.99,NA,2014-10-10,2015-01-02,3,1,Box,Retail - limited,0,10,5,12,26.1874,38.2016,7.0612,0.38,Normal,0,,673419211277,2014-09-24T10:25:33.53
23090,41056,1,Heartlake News Van,2014,Friends,Girls,,278,2,true,41056-1,https://images.brickset.com/sets/small/41056-1.jpg,https://images.brickset.com/sets/small/41056-1.jpg,https://images.brickset.com/sets/images/41056-1.jpg,https://brickset.com/sets/41056-1,true,false,false,0,,0,1821,763,19.99,24.99,29.99,24.99,2014-01-02,2015-12-07,5,2,Box,Retail,4,8,6,12,19.1008,35.4076,5.8928,0.45,Normal,0,5702015119481,,2013-12-30T15:45:53.11
23192,41057,1,Heartlake Horse Show,2014,Friends,Girls,,355,2,true,41057-1,https://images.brickset.com/sets/small/41057-1.jpg,https://images.brickset.com/sets/small/41057-1.jpg,https://images.brickset.com/sets/images/41057-1.jpg,https://brickset.com/sets/41057-1,true,false,false,0,,0,763,730,34.99,39.99,49.99,39.99,2014-01-02,2015-11-30,0,0,Box,Retail,4,8,6,12,26.1874,38.2016,5.6388,0.67,Normal,0,5702015119498,,2015-01-23T22:51:41.38
23408,41059,1,Jungle Tree Sanctuary,2014,Friends,Girls,Jungle Rescue,320,1,true,41059-1,https://images.brickset.com/sets/small/41059-1.jpg,https://images.brickset.com/sets/small/41059-1.jpg,https://images.brickset.com/sets/images/41059-1.jpg,https://brickset.com/sets/41059-1,true,false,false,0,,0,1673,898,24.99,29.99,39.99,29.99,2014-08-02,2015-12-05,0,0,Box,Retail,4,6,7,12,26.1874,28.194,5.8928,0.59,Normal,0,5702015124829,,2014-06-01T02:38:01.88
23850,41085,1,Vet Clinic,2015,Friends,Girls,Vet,192,1,true,41085-1,https://images.brickset.com/sets/small/41085-1.jpg,https://images.brickset.com/sets/small/41085-1.jpg,https://images.brickset.com/sets/images/41085-1.jpg,https://brickset.com/sets/41085-1,true,false,false,0,,0,2447,716,17.99,19.99,24.99,19.99,2015-01-01,2015-11-27,4,1,Box,Retail,2,7,5,12,19.1008,26.1874,6.096,0.38,Normal,0,5702015345101,673419229036,2015-11-12T00:31:14.727
23856,41091,1,Mia's Roadster,2015,Friends,Girls,,187,1,true,41091-1,https://images.brickset.com/sets/small/41091-1.jpg,https://images.brickset.com/sets/small/41091-1.jpg,https://images.brickset.com/sets/images/41091-1.jpg,https://brickset.com/sets/41091-1,true,false,false,0,,0,2308,566,12.99,14.99,17.99,14.99,2015-01-01,2015-12-07,5,1,Box,Retail,2,8,6,12,14.097,19.1008,4.5974,0.2,Normal,0,5702015345163,673419229296,2014-12-24T20:31:01.947
23858,41093,1,Heartlake Hair Salon,2015,Friends,Girls,,318,2,true,41093-1,https://images.brickset.com/sets/small/41093-1.jpg,https://images.brickset.com/sets/small/41093-1.jpg,https://images.brickset.com/sets/images/41093-1.jpg,https://brickset.com/sets/41093-1,true,false,false,0,,0,2321,757,24.99,29.99,39.99,32.99,2015-01-01,2016-12-13,0,0,Box,Retail,2,9,6,12,26.2128,28.194,5.8928,0.5675,Normal,0,5702015346733,673419229319,2014-12-21T00:15:22.917
23859,41094,1,Heartlake Lighthouse,2015,Friends,Girls,,473,2,true,41094-1,https://images.brickset.com/sets/small/41094-1.jpg,https://images.brickset.com/sets/small/41094-1.jpg,https://images.brickset.com/sets/images/41094-1.jpg,https://brickset.com/sets/41094-1,true,false,false,0,,0,2755,912,39.99,39.99,49.99,39.99,2015-01-01,2016-11-10,5,1,Box,Retail,4,8,6,12,26.2128,38.2016,7.0612,0.82628,Normal,0,5702015346740,673419229326,2014-12-21T00:15:52.813
23860,41095,1,Emma's House,2015,Friends,Girls,,706,3,true,41095-1,https://images.brickset.com/sets/small/41095-1.jpg,https://images.brickset.com/sets/small/41095-1.jpg,https://images.brickset.com/sets/images/41095-1.jpg,https://brickset.com/sets/41095-1,true,false,false,0,,0,2311,1095,59.99,69.99,89.99,69.99,2015-01-01,2016-11-21,4,1,Box,Retail,6,13,6,12,28.194,54.0004,7.8486,1.43464,Normal,0,5702015346757,673419229333,2014-12-21T00:15:54.053
23861,41097,1,Heartlake Hot Air Balloon,2015,Friends,Girls,,254,2,true,41097-1,https://images.brickset.com/sets/small/41097-1.jpg,https://images.brickset.com/sets/small/41097-1.jpg,https://images.brickset.com/sets/images/41097-1.jpg,https://brickset.com/sets/41097-1,true,false,false,0,,0,3692,899,24.99,29.99,39.99,29.99,2015-01-01,2017-02-11,0,0,Box,Retail,2,7,6,12,26.2128,28.194,5.8928,0.4313,Normal,0,5702015346764,673419229340,2014-12-21T00:15:55.28
24192,41099,1,Heartlake Skate Park,2015,Friends,Girls,,199,1,true,41099-1,https://images.brickset.com/sets/small/41099-1.jpg,https://images.brickset.com/sets/small/41099-1.jpg,https://images.brickset.com/sets/images/41099-1.jpg,https://brickset.com/sets/41099-1,true,false,false,0,,0,1580,570,17.99,19.99,24.99,19.99,2015-08-02,2016-11-29,0,0,Box,Retail,2,8,6,12,19.1008,26.2128,6.096,0.3405,Normal,0,5702015346788,673419229364,2015-05-23T18:07:20.12
24193,41100,1,Heartlake Private Jet,2015,Friends,Girls,,230,2,true,41100-1,https://images.brickset.com/sets/small/41100-1.jpg,https://images.brickset.com/sets/small/41100-1.jpg,https://images.brickset.com/sets/images/41100-1.jpg,https://brickset.com/sets/41100-1,true,false,false,0,,0,2142,647,19.99,29.99,39.99,24.99,2015-08-02,2016-12-12,4,1,Box,Retail,2,6,6,12,19.1008,35.4076,5.8928,0.454,Normal,0,5702015346795,673419229371,2015-06-10T08:43:18.797
24255,41102,1,Friends Advent Calendar,2015,Friends,Girls,Seasonal,233,2,true,41102-1,https://images.brickset.com/sets/small/41102-1.jpg,https://images.brickset.com/sets/small/41102-1.jpg,https://images.brickset.com/sets/images/41102-1.jpg,https://brickset.com/sets/41102-1,true,false,false,0,,0,1465,362,19.99,29.99,39.99,19.99,2015-09-02,2015-12-24,4,1,Box,Retail,0,6,5,12,26.1874,38.2016,7.0612,0.38,Normal,0,5702015346917,,2015-08-18T08:32:43.187
24195,41103,1,Pop Star Recording Studio,2015,Friends,Girls,Pop Star,172,1,true,41103-1,https://images.brickset.com/sets/small/41103-1.jpg,https://images.brickset.com/sets/small/41103-1.jpg,https://images.brickset.com/sets/images/41103-1.jpg,https://brickset.com/sets/41103-1,true,false,false,0,,0,2191,521,12.99,14.99,17.99,14.99,2015-08-02,2016-11-26,0,0,Box,Retail,2,8,6,12,14.097,19.1008,4.5974,0.1816,Normal,0,5702015346818,673419229395,2015-11-12T00:00:50.133
24196,41104,1,Pop Star Dressing Room,2015,Friends,Girls,Pop Star,279,2,true,41104-1,https://images.brickset.com/sets/small/41104-1.jpg,https://images.brickset.com/sets/small/41104-1.jpg,https://images.brickset.com/sets/images/41104-1.jpg,https://brickset.com/sets/41104-1,true,false,false,0,,0,1609,539,24.99,29.99,39.99,29.99,2015-08-02,2016-11-28,4,1,Box,Retail,2,8,7,12,19.1008,35.4076,5.8928,0.49032,Normal,0,5702015346825,673419229401,2015-11-12T00:02:25.11
24197,41105,1,Pop Star Show Stage,2015,Friends,Girls,Pop Star,446,2,true,41105-1,https://images.brickset.com/sets/small/41105-1.jpg,https://images.brickset.com/sets/small/41105-1.jpg,https://images.brickset.com/sets/images/41105-1.jpg,https://brickset.com/sets/41105-1,true,false,false,0,,0,1598,572,34.99,39.99,49.99,44.99,2015-08-02,2016-12-19,0,0,Box,Retail,4,7,7,12,26.2128,38.2016,5.6642,0.7037,Normal,0,5702015346832,673419229418,2015-11-12T00:01:43.093
24198,41106,1,Pop Star Tour Bus,2015,Friends,Girls,Pop Star,682,3,true,41106-1,https://images.brickset.com/sets/small/41106-1.jpg,https://images.brickset.com/sets/small/41106-1.jpg,https://images.brickset.com/sets/images/41106-1.jpg,https://brickset.com/sets/41106-1,true,false,false,0,,0,2134,730,49.99,59.99,69.99,59.99,2015-08-02,2016-11-25,0,0,Box,Retail,6,9,8,12,28.194,48.006,7.3914,1.18494,Normal,0,5702015346849,673419229425,2015-11-12T00:01:56.197
24296,41107,1,Pop Star Limousine,2015,Friends,Girls,Pop Star,265,2,true,41107-1,https://images.brickset.com/sets/small/41107-1.jpg,https://images.brickset.com/sets/small/41107-1.jpg,https://images.brickset.com/sets/images/41107-1.jpg,https://brickset.com/sets/41107-1,true,false,false,0,,0,1205,605,19.99,24.99,29.99,24.99,2015-08-02,2017-01-30,5,1,Box,Retail,2,5,6,12,19.1008,35.4076,5.8928,0.4,Normal,0,,,2015-11-12T00:02:10.59
24488,41108,1,Heartlake Food Market,2015,Friends,Girls,,388,2,true,41108-1,https://images.brickset.com/sets/small/41108-1.jpg,https://images.brickset.com/sets/small/41108-1.jpg,https://images.brickset.com/sets/images/41108-1.jpg,https://brickset.com/sets/41108-1,true,false,false,0,,0,1392,839,34.99,39.99,49.99,39.99,2015-08-02,2016-12-12,0,0,Box,Retail,4,8,6,12,26.1874,38.2016,7.0612,0.72,Normal,0,,,2020-02-08T15:26:22.433
24728,41110,1,Birthday Party,2016,Friends,Girls,Party,191,1,true,41110-1,https://images.brickset.com/sets/small/41110-1.jpg,https://images.brickset.com/sets/small/41110-1.jpg,https://images.brickset.com/sets/images/41110-1.jpg,https://brickset.com/sets/41110-1,true,false,false,0,,0,1288,435,17.99,19.99,24.99,19.99,2016-01-02,2016-12-02,0,0,Box,Retail,2,10,5,12,19.1008,26.2128,6.096,0.32234,Normal,0,,673419247450,2015-12-25T20:48:42.173
24731,41116,1,Olivia's Exploration Car,2016,Friends,Girls,,185,1,true,41116-1,https://images.brickset.com/sets/small/41116-1.jpg,https://images.brickset.com/sets/small/41116-1.jpg,https://images.brickset.com/sets/images/41116-1.jpg,https://brickset.com/sets/41116-1,true,false,false,0,,0,1754,413,12.99,14.99,17.99,14.99,2016-01-02,2016-11-25,0,0,Box,Retail,2,9,6,12,14.097,19.1008,6.096,0.22246,Normal,0,,673419247788,2015-12-25T20:49:06.163
24732,41117,1,Pop Star TV Studio,2016,Friends,Girls,Pop Star,194,1,true,41117-1,https://images.brickset.com/sets/small/41117-1.jpg,https://images.brickset.com/sets/small/41117-1.jpg,https://images.brickset.com/sets/images/41117-1.jpg,https://brickset.com/sets/41117-1,true,false,false,0,,0,1061,451,17.99,19.99,24.99,24.99,2016-01-02,2016-12-30,4,1,Box,Retail,2,9,6,12,19.1008,26.2128,6.096,0.3632,Normal,0,,673419247818,2015-12-25T20:49:12.697
24733,41118,1,Heartlake Supermarket,2016,Friends,Girls,,313,2,true,41118-1,https://images.brickset.com/sets/small/41118-1.jpg,https://images.brickset.com/sets/small/41118-1.jpg,https://images.brickset.com/sets/images/41118-1.jpg,https://brickset.com/sets/41118-1,true,false,false,0,,0,2437,676,29.99,29.99,39.99,34.99,2016-01-02,2017-11-25,5,1,Box,Retail,5,11,6,12,19.1008,35.4076,5.8928,0.5170949,Normal,0,,673419247832,2015-12-25T20:49:15.77
24734,41119,1,Heartlake Cupcake Cafe,2016,Friends,Girls,,439,2,true,41119-1,https://images.brickset.com/sets/small/41119-1.jpg,https://images.brickset.com/sets/small/41119-1.jpg,https://images.brickset.com/sets/images/41119-1.jpg,https://brickset.com/sets/41119-1,true,false,false,0,,0,2095,736,39.99,39.99,49.99,39.99,2016-01-02,2017-11-24,5,1,Box,Retail,5,13,6,12,26.2128,38.2016,7.0612,0.7711064,Normal,0,,673419247955,2015-12-25T20:49:18.437
24736,41121,1,Adventure Camp Rafting,2016,Friends,Girls,Adventure Camp,320,2,true,41121-1,https://images.brickset.com/sets/small/41121-1.jpg,https://images.brickset.com/sets/small/41121-1.jpg,https://images.brickset.com/sets/images/41121-1.jpg,https://brickset.com/sets/41121-1,true,false,false,0,,0,1315,672,24.99,29.99,39.99,29.99,2016-01-02,2016-11-26,5,1,Box,Retail,2,14,6,12,26.2128,28.194,5.8928,0.49032,Normal,0,,673419248020,2015-12-25T20:49:26.92
25935,41124,1,Heartlake Puppy Daycare,2016,Friends,Girls,Vet,286,2,true,41124-1,https://images.brickset.com/sets/small/41124-1.jpg,https://images.brickset.com/sets/small/41124-1.jpg,https://images.brickset.com/sets/images/41124-1.jpg,https://brickset.com/sets/41124-1,true,false,false,0,,0,1128,463,24.99,29.99,39.99,29.99,2016-08-01,2017-11-16,0,0,Box,Retail,3,10,6,12,26.2128,28.194,5.8928,0.5216308,Normal,0,,673419248457,2016-05-22T16:16:54.823
25936,41125,1,Horse Vet Trailer,2016,Friends,Girls,Vet,370,2,true,41125-1,https://images.brickset.com/sets/small/41125-1.jpg,https://images.brickset.com/sets/small/41125-1.jpg,https://images.brickset.com/sets/images/41125-1.jpg,https://brickset.com/sets/41125-1,true,false,false,0,,0,1212,451,39.99,39.99,49.99,39.99,2016-08-01,2017-11-20,0,0,Box,Retail,4,10,6,12,26.2128,38.2016,5.6388,0.6713161,Normal,0,,673419248464,2016-05-22T16:16:55.74
